"Date","Price","Open","High","Low","Change %"
"Mar 27, 2019","0.7581","0.7571","0.7595","0.7537","0.13%"
"Mar 26, 2019","0.7571","0.7580","0.7601","0.7540","-0.03%"
"Mar 25, 2019","0.7573","0.7572","0.7600","0.7550","0.01%"
"Mar 24, 2019","0.7573","0.7566","0.7581","0.7556","0.03%"
"Mar 22, 2019","0.7570","0.7629","0.7645","0.7562","-0.77%"
"Mar 21, 2019","0.7629","0.7579","0.7691","0.7560","0.67%"
"Mar 20, 2019","0.7578","0.7536","0.7607","0.7528","0.56%"
"Mar 19, 2019","0.7536","0.7543","0.7553","0.7512","-0.08%"
"Mar 18, 2019","0.7542","0.7526","0.7585","0.7519","0.28%"
"Mar 17, 2019","0.7521","0.7520","0.7530","0.7517","0.00%"
"Mar 15, 2019","0.7521","0.7552","0.7574","0.7519","-0.41%"
"Mar 14, 2019","0.7552","0.7496","0.7572","0.7494","0.73%"
"Mar 13, 2019","0.7497","0.7648","0.7657","0.7471","-1.99%"
"Mar 12, 2019","0.7649","0.7603","0.7690","0.7524","0.61%"
"Mar 11, 2019","0.7603","0.7682","0.7724","0.7592","-1.27%"
"Mar 10, 2019","0.7701","0.7681","0.7724","0.7679","0.26%"
"Mar 08, 2019","0.7681","0.7642","0.7700","0.7629","0.51%"
"Mar 07, 2019","0.7642","0.7592","0.7651","0.7583","0.65%"
"Mar 06, 2019","0.7593","0.7587","0.7620","0.7586","0.05%"
"Mar 05, 2019","0.7589","0.7590","0.7635","0.7577","0.09%"
"Mar 04, 2019","0.7582","0.7553","0.7597","0.7533","0.36%"
"Mar 03, 2019","0.7555","0.7570","0.7575","0.7534","-0.24%"
"Mar 01, 2019","0.7573","0.7540","0.7592","0.7527","0.44%"
"Feb 28, 2019","0.7540","0.7513","0.7546","0.7504","0.36%"
"Feb 27, 2019","0.7513","0.7547","0.7557","0.7490","-0.45%"
"Feb 26, 2019","0.7547","0.7640","0.7640","0.7524","-1.15%"
"Feb 25, 2019","0.7635","0.7650","0.7670","0.7625","-0.25%"
"Feb 24, 2019","0.7655","0.7660","0.7668","0.7645","-0.08%"
"Feb 22, 2019","0.7661","0.7666","0.7712","0.7645","0.00%"
"Feb 21, 2019","0.7661","0.7662","0.7678","0.7637","-0.01%"
"Feb 20, 2019","0.7662","0.7655","0.7685","0.7628","0.10%"
"Feb 19, 2019","0.7654","0.7739","0.7755","0.7650","-1.09%"
"Feb 18, 2019","0.7738","0.7758","0.7758","0.7729","-0.15%"
"Feb 17, 2019","0.7750","0.7754","0.7757","0.7731","-0.11%"
"Feb 15, 2019","0.7758","0.7812","0.7822","0.7752","-0.60%"
"Feb 14, 2019","0.7805","0.7784","0.7830","0.7764","0.27%"
"Feb 13, 2019","0.7784","0.7756","0.7786","0.7716","0.35%"
"Feb 12, 2019","0.7757","0.7776","0.7793","0.7746","-0.32%"
"Feb 11, 2019","0.7782","0.7723","0.7786","0.7719","0.67%"
"Feb 10, 2019","0.7730","0.7725","0.7735","0.7719","0.09%"
"Feb 08, 2019","0.7723","0.7718","0.7740","0.7706","0.04%"
"Feb 07, 2019","0.7720","0.7732","0.7781","0.7694","-0.16%"
"Feb 06, 2019","0.7732","0.7722","0.7738","0.7704","0.09%"
"Feb 05, 2019","0.7725","0.7671","0.7738","0.7660","0.70%"
"Feb 04, 2019","0.7671","0.7642","0.7677","0.7631","0.31%"
"Feb 03, 2019","0.7647","0.7642","0.7655","0.7642","0.03%"
"Feb 01, 2019","0.7645","0.7628","0.7667","0.7624","0.21%"
"Jan 31, 2019","0.7629","0.7624","0.7635","0.7599","0.07%"
"Jan 30, 2019","0.7624","0.7652","0.7660","0.7606","-0.37%"
"Jan 29, 2019","0.7652","0.7596","0.7659","0.7576","0.71%"
"Jan 28, 2019","0.7598","0.7580","0.7613","0.7567","0.35%"
"Jan 27, 2019","0.7571","0.7589","0.7593","0.7567","-0.06%"
"Jan 25, 2019","0.7576","0.7654","0.7660","0.7565","-1.01%"
"Jan 24, 2019","0.7653","0.7652","0.7687","0.7637","0.03%"
"Jan 23, 2019","0.7651","0.7718","0.7726","0.7644","-0.87%"
"Jan 22, 2019","0.7718","0.7757","0.7779","0.7706","-0.49%"
"Jan 21, 2019","0.7756","0.7763","0.7795","0.7745","-0.31%"
"Jan 20, 2019","0.7781","0.7763","0.7782","0.7750","0.17%"
"Jan 18, 2019","0.7767","0.7701","0.7778","0.7695","0.86%"
"Jan 17, 2019","0.7701","0.7761","0.7793","0.7692","-0.79%"
"Jan 16, 2019","0.7762","0.7775","0.7798","0.7753","-0.18%"
"Jan 15, 2019","0.7776","0.7774","0.7892","0.7742","0.04%"
"Jan 14, 2019","0.7773","0.7784","0.7802","0.7734","-0.13%"
"Jan 13, 2019","0.7783","0.7782","0.7789","0.7773","0.01%"
"Jan 11, 2019","0.7782","0.7839","0.7869","0.7772","-0.79%"
"Jan 10, 2019","0.7844","0.7818","0.7857","0.7811","0.32%"
"Jan 09, 2019","0.7819","0.7864","0.7868","0.7809","-0.55%"
"Jan 08, 2019","0.7862","0.7824","0.7871","0.7814","0.49%"
"Jan 07, 2019","0.7824","0.7855","0.7863","0.7821","-0.38%"
"Jan 06, 2019","0.7854","0.7855","0.7862","0.7849","-0.09%"
"Jan 04, 2019","0.7861","0.7915","0.7927","0.7846","-0.71%"
"Jan 03, 2019","0.7917","0.7933","0.8039","0.7906","-0.18%"
"Jan 02, 2019","0.7931","0.7849","0.7948","0.7827","1.13%"
"Jan 01, 2019","0.7842","0.7836","0.7859","0.7834","0.06%"
"Dec 31, 2018","0.7837","0.7884","0.7887","0.7803","-0.55%"
"Dec 30, 2018","0.7880","0.7869","0.7885","0.7867","0.13%"
"Dec 28, 2018","0.7870","0.7909","0.7916","0.7867","-0.49%"
"Dec 27, 2018","0.7909","0.7916","0.7927","0.7889","-0.08%"
"Dec 26, 2018","0.7915","0.7890","0.7917","0.7861","0.41%"
"Dec 25, 2018","0.7883","0.7860","0.7896","0.7826","0.31%"
"Dec 24, 2018","0.7859","0.7904","0.7918","0.7847","-0.58%"
"Dec 23, 2018","0.7904","0.7901","0.7918","0.7895","-0.16%"
"Dec 21, 2018","0.7917","0.7900","0.7926","0.7875","0.20%"
"Dec 20, 2018","0.7901","0.7931","0.7932","0.7870","-0.37%"
"Dec 19, 2018","0.7930","0.7908","0.7933","0.7887","0.27%"
"Dec 18, 2018","0.7909","0.7922","0.7932","0.7870","-0.14%"
"Dec 17, 2018","0.7920","0.7943","0.7956","0.7907","-0.33%"
"Dec 16, 2018","0.7946","0.7935","0.7953","0.7935","0.00%"
"Dec 14, 2018","0.7946","0.7902","0.7982","0.7890","0.57%"
"Dec 13, 2018","0.7901","0.7916","0.7932","0.7883","-0.23%"
"Dec 12, 2018","0.7919","0.8010","0.8014","0.7892","-1.10%"
"Dec 11, 2018","0.8007","0.7963","0.8014","0.7913","0.59%"
"Dec 10, 2018","0.7960","0.7856","0.7996","0.7837","1.24%"
"Dec 09, 2018","0.7862","0.7870","0.7871","0.7858","0.08%"
"Dec 07, 2018","0.7856","0.7822","0.7869","0.7804","0.43%"
"Dec 06, 2018","0.7822","0.7854","0.7876","0.7805","-0.39%"
"Dec 05, 2018","0.7853","0.7860","0.7893","0.7813","-0.11%"
"Dec 04, 2018","0.7862","0.7860","0.7900","0.7788","0.04%"
"Dec 03, 2018","0.7859","0.7832","0.7875","0.7796","0.21%"
"Dec 02, 2018","0.7842","0.7840","0.7853","0.7839","0.04%"
"Nov 30, 2018","0.7839","0.7817","0.7853","0.7806","0.31%"
"Nov 29, 2018","0.7815","0.7799","0.7841","0.7782","0.23%"
"Nov 28, 2018","0.7797","0.7846","0.7855","0.7783","-0.59%"
"Nov 27, 2018","0.7843","0.7792","0.7860","0.7792","0.65%"
"Nov 26, 2018","0.7792","0.7780","0.7814","0.7772","-0.17%"
"Nov 25, 2018","0.7805","0.7797","0.7806","0.7792","0.01%"
"Nov 23, 2018","0.7804","0.7765","0.7814","0.7761","0.50%"
"Nov 22, 2018","0.7765","0.7826","0.7832","0.7734","-0.78%"
"Nov 21, 2018","0.7826","0.7821","0.7835","0.7800","0.08%"
"Nov 20, 2018","0.7820","0.7780","0.7828","0.7761","0.49%"
"Nov 19, 2018","0.7782","0.7795","0.7815","0.7762","-0.12%"
"Nov 18, 2018","0.7791","0.7785","0.7795","0.7778","0.03%"
"Nov 16, 2018","0.7789","0.7827","0.7837","0.7765","-0.42%"
"Nov 15, 2018","0.7822","0.7698","0.7860","0.7675","1.66%"
"Nov 14, 2018","0.7694","0.7705","0.7762","0.7651","-0.19%"
"Nov 13, 2018","0.7709","0.7782","0.7789","0.7664","-0.95%"
"Nov 12, 2018","0.7783","0.7717","0.7797","0.7712","0.70%"
"Nov 11, 2018","0.7729","0.7743","0.7743","0.7728","0.30%"
"Nov 09, 2018","0.7706","0.7658","0.7719","0.7644","0.65%"
"Nov 08, 2018","0.7656","0.7617","0.7665","0.7603","0.50%"
"Nov 07, 2018","0.7618","0.7635","0.7650","0.7590","-0.21%"
"Nov 06, 2018","0.7634","0.7667","0.7680","0.7629","-0.46%"
"Nov 05, 2018","0.7669","0.7676","0.7713","0.7654","-0.26%"
"Nov 04, 2018","0.7689","0.7678","0.7693","0.7678","-0.26%"
"Nov 02, 2018","0.7709","0.7687","0.7722","0.7668","0.33%"
"Nov 01, 2018","0.7684","0.7834","0.7837","0.7671","-1.90%"
"Oct 31, 2018","0.7833","0.7868","0.7874","0.7792","-0.47%"
"Oct 30, 2018","0.7870","0.7818","0.7878","0.7805","0.69%"
"Oct 29, 2018","0.7816","0.7795","0.7817","0.7779","0.29%"
"Oct 28, 2018","0.7793","0.7798","0.7798","0.7791","0.02%"
"Oct 26, 2018","0.7792","0.7802","0.7827","0.7788","-0.13%"
"Oct 25, 2018","0.7802","0.7761","0.7815","0.7739","0.50%"
"Oct 24, 2018","0.7763","0.7702","0.7772","0.7694","0.79%"
"Oct 23, 2018","0.7702","0.7712","0.7730","0.7665","-0.16%"
"Oct 22, 2018","0.7714","0.7652","0.7719","0.7638","0.78%"
"Oct 21, 2018","0.7654","0.7648","0.7659","0.7648","0.05%"
"Oct 19, 2018","0.7650","0.7681","0.7686","0.7631","-0.40%"
"Oct 18, 2018","0.7681","0.7625","0.7682","0.7614","0.73%"
"Oct 17, 2018","0.7625","0.7587","0.7634","0.7579","0.55%"
"Oct 16, 2018","0.7583","0.7603","0.7611","0.7554","-0.26%"
"Oct 15, 2018","0.7603","0.7611","0.7647","0.7587","-0.38%"
"Oct 14, 2018","0.7632","0.7642","0.7642","0.7628","0.41%"
"Oct 12, 2018","0.7601","0.7554","0.7605","0.7540","0.60%"
"Oct 11, 2018","0.7556","0.7578","0.7586","0.7548","-0.29%"
"Oct 10, 2018","0.7578","0.7608","0.7614","0.7566","-0.39%"
"Oct 09, 2018","0.7608","0.7640","0.7673","0.7604","-0.42%"
"Oct 08, 2018","0.7640","0.7630","0.7677","0.7613","0.29%"
"Oct 07, 2018","0.7618","0.7619","0.7629","0.7615","-0.03%"
"Oct 05, 2018","0.7620","0.7680","0.7691","0.7618","-0.78%"
"Oct 04, 2018","0.7680","0.7728","0.7739","0.7667","-0.62%"
"Oct 03, 2018","0.7728","0.7705","0.7738","0.7678","0.30%"
"Oct 02, 2018","0.7705","0.7667","0.7728","0.7658","0.50%"
"Oct 01, 2018","0.7667","0.7673","0.7686","0.7626","-0.04%"
"Sep 30, 2018","0.7670","0.7668","0.7675","0.7668","-0.05%"
"Sep 28, 2018","0.7674","0.7644","0.7692","0.7640","0.38%"
"Sep 27, 2018","0.7645","0.7593","0.7649","0.7583","0.66%"
"Sep 26, 2018","0.7595","0.7581","0.7612","0.7565","0.13%"
"Sep 25, 2018","0.7585","0.7621","0.7637","0.7578","-0.49%"
"Sep 24, 2018","0.7622","0.7652","0.7660","0.7595","-0.31%"
"Sep 23, 2018","0.7646","0.7645","0.7650","0.7642","-0.02%"
"Sep 21, 2018","0.7647","0.7536","0.7660","0.7531","1.45%"
"Sep 20, 2018","0.7538","0.7608","0.7614","0.7520","-0.92%"
"Sep 19, 2018","0.7608","0.7606","0.7636","0.7567","0.04%"
"Sep 18, 2018","0.7605","0.7599","0.7622","0.7591","0.07%"
"Sep 17, 2018","0.7600","0.7653","0.7653","0.7595","-0.68%"
"Sep 16, 2018","0.7652","0.7650","0.7652","0.7647","-0.01%"
"Sep 14, 2018","0.7653","0.7630","0.7660","0.7608","0.30%"
"Sep 13, 2018","0.7630","0.7664","0.7678","0.7620","-0.44%"
"Sep 12, 2018","0.7664","0.7672","0.7705","0.7644","-0.09%"
"Sep 11, 2018","0.7671","0.7677","0.7712","0.7641","-0.08%"
"Sep 10, 2018","0.7677","0.7731","0.7755","0.7661","-0.75%"
"Sep 09, 2018","0.7735","0.7737","0.7742","0.7734","-0.06%"
"Sep 07, 2018","0.7739","0.7732","0.7749","0.7675","0.09%"
"Sep 06, 2018","0.7732","0.7750","0.7755","0.7715","-0.22%"
"Sep 05, 2018","0.7749","0.7779","0.7823","0.7702","-0.39%"
"Sep 04, 2018","0.7779","0.7772","0.7808","0.7763","0.13%"
"Sep 03, 2018","0.7769","0.7709","0.7779","0.7709","0.39%"
"Sep 02, 2018","0.7739","0.7743","0.7743","0.7733","0.33%"
"Aug 31, 2018","0.7713","0.7687","0.7725","0.7674","0.36%"
"Aug 30, 2018","0.7685","0.7677","0.7703","0.7667","0.10%"
"Aug 29, 2018","0.7677","0.7766","0.7786","0.7672","-1.13%"
"Aug 28, 2018","0.7765","0.7755","0.7776","0.7732","0.12%"
"Aug 27, 2018","0.7756","0.7788","0.7795","0.7751","-0.26%"
"Aug 26, 2018","0.7776","0.7785","0.7788","0.7773","-0.05%"
"Aug 24, 2018","0.7780","0.7801","0.7814","0.7763","-0.28%"
"Aug 23, 2018","0.7802","0.7744","0.7811","0.7740","0.74%"
"Aug 22, 2018","0.7745","0.7752","0.7772","0.7730","-0.08%"
"Aug 21, 2018","0.7751","0.7814","0.7817","0.7736","-0.81%"
"Aug 20, 2018","0.7814","0.7848","0.7856","0.7812","-0.40%"
"Aug 19, 2018","0.7845","0.7846","0.7847","0.7842","0.04%"
"Aug 17, 2018","0.7842","0.7864","0.7876","0.7841","-0.25%"
"Aug 16, 2018","0.7862","0.7876","0.7884","0.7841","-0.17%"
"Aug 15, 2018","0.7875","0.7856","0.7898","0.7848","0.20%"
"Aug 14, 2018","0.7859","0.7832","0.7873","0.7795","0.34%"
"Aug 13, 2018","0.7832","0.7832","0.7856","0.7817","-0.08%"
"Aug 12, 2018","0.7838","0.7843","0.7845","0.7825","0.08%"
"Aug 10, 2018","0.7832","0.7799","0.7861","0.7790","0.44%"
"Aug 09, 2018","0.7798","0.7763","0.7800","0.7744","0.45%"
"Aug 08, 2018","0.7763","0.7729","0.7782","0.7715","0.44%"
"Aug 07, 2018","0.7729","0.7725","0.7739","0.7708","0.05%"
"Aug 06, 2018","0.7725","0.7687","0.7742","0.7681","0.46%"
"Aug 05, 2018","0.7690","0.7685","0.7692","0.7685","0.03%"
"Aug 03, 2018","0.7688","0.7681","0.7709","0.7667","0.09%"
"Aug 02, 2018","0.7681","0.7618","0.7684","0.7615","0.81%"
"Aug 01, 2018","0.7619","0.7618","0.7637","0.7608","0.00%"
"Jul 31, 2018","0.7619","0.7614","0.7641","0.7591","0.05%"
"Jul 30, 2018","0.7615","0.7638","0.7638","0.7603","-0.16%"
"Jul 29, 2018","0.7627","0.7625","0.7631","0.7624","0.00%"
"Jul 27, 2018","0.7627","0.7629","0.7645","0.7615","-0.03%"
"Jul 26, 2018","0.7629","0.7581","0.7631","0.7569","0.62%"
"Jul 25, 2018","0.7582","0.7607","0.7615","0.7574","-0.34%"
"Jul 24, 2018","0.7608","0.7634","0.7651","0.7599","-0.31%"
"Jul 23, 2018","0.7632","0.7686","0.7686","0.7599","0.32%"
"Jul 22, 2018","0.7608","0.7618","0.7622","0.7605","-0.08%"
"Jul 20, 2018","0.7614","0.7684","0.7696","0.7610","-0.91%"
"Jul 19, 2018","0.7684","0.7652","0.7718","0.7643","0.44%"
"Jul 18, 2018","0.7650","0.7625","0.7687","0.7619","0.33%"
"Jul 17, 2018","0.7625","0.7556","0.7650","0.7536","0.91%"
"Jul 16, 2018","0.7556","0.7560","0.7567","0.7522","-0.06%"
"Jul 15, 2018","0.7560","0.7559","0.7562","0.7556","0.06%"
"Jul 13, 2018","0.7556","0.7572","0.7632","0.7552","-0.21%"
"Jul 12, 2018","0.7572","0.7573","0.7587","0.7550","0.00%"
"Jul 11, 2018","0.7572","0.7531","0.7577","0.7528","0.53%"
"Jul 10, 2018","0.7532","0.7542","0.7562","0.7519","-0.13%"
"Jul 09, 2018","0.7542","0.7516","0.7581","0.7483","0.27%"
"Jul 08, 2018","0.7522","0.7507","0.7529","0.7507","-0.07%"
"Jul 06, 2018","0.7527","0.7560","0.7574","0.7523","-0.44%"
"Jul 05, 2018","0.7560","0.7557","0.7574","0.7533","0.03%"
"Jul 04, 2018","0.7558","0.7579","0.7593","0.7547","-0.29%"
"Jul 03, 2018","0.7580","0.7608","0.7626","0.7571","-0.38%"
"Jul 02, 2018","0.7609","0.7588","0.7638","0.7570","0.49%"
"Jul 01, 2018","0.7572","0.7583","0.7583","0.7570","0.01%"
"Jun 29, 2018","0.7571","0.7646","0.7652","0.7567","-0.99%"
"Jun 28, 2018","0.7647","0.7625","0.7663","0.7620","0.26%"
"Jun 27, 2018","0.7627","0.7560","0.7631","0.7550","0.89%"
"Jun 26, 2018","0.7560","0.7527","0.7580","0.7521","0.37%"
"Jun 25, 2018","0.7532","0.7535","0.7565","0.7525","-0.10%"
"Jun 24, 2018","0.7540","0.7545","0.7545","0.7534","0.05%"
"Jun 22, 2018","0.7536","0.7546","0.7554","0.7510","-0.13%"
"Jun 21, 2018","0.7546","0.7589","0.7633","0.7535","-0.59%"
"Jun 20, 2018","0.7591","0.7591","0.7606","0.7566","0.05%"
"Jun 19, 2018","0.7587","0.7550","0.7605","0.7533","0.49%"
"Jun 18, 2018","0.7550","0.7540","0.7561","0.7527","0.22%"
"Jun 17, 2018","0.7533","0.7538","0.7538","0.7530","0.08%"
"Jun 15, 2018","0.7527","0.7540","0.7570","0.7519","-0.17%"
"Jun 14, 2018","0.7540","0.7477","0.7543","0.7436","0.86%"
"Jun 13, 2018","0.7476","0.7478","0.7514","0.7467","-0.03%"
"Jun 12, 2018","0.7478","0.7473","0.7495","0.7449","0.01%"
"Jun 11, 2018","0.7477","0.7461","0.7494","0.7439","0.28%"
"Jun 10, 2018","0.7456","0.7454","0.7460","0.7454","0.00%"
"Jun 08, 2018","0.7456","0.7450","0.7489","0.7440","0.08%"
"Jun 07, 2018","0.7450","0.7456","0.7480","0.7422","-0.08%"
"Jun 06, 2018","0.7456","0.7464","0.7472","0.7439","-0.11%"
"Jun 05, 2018","0.7464","0.7511","0.7519","0.7458","-0.64%"
"Jun 04, 2018","0.7512","0.7498","0.7522","0.7463","0.33%"
"Jun 03, 2018","0.7487","0.7493","0.7494","0.7487","-0.05%"
"Jun 01, 2018","0.7491","0.7518","0.7544","0.7482","-0.37%"
"May 31, 2018","0.7519","0.7524","0.7532","0.7491","-0.05%"
"May 30, 2018","0.7523","0.7549","0.7552","0.7514","-0.30%"
"May 29, 2018","0.7546","0.7513","0.7574","0.7504","0.47%"
"May 28, 2018","0.7511","0.7516","0.7521","0.7496","-0.03%"
"May 27, 2018","0.7513","0.7509","0.7517","0.7494","-0.01%"
"May 25, 2018","0.7514","0.7474","0.7523","0.7466","0.55%"
"May 24, 2018","0.7473","0.7491","0.7497","0.7450","-0.27%"
"May 23, 2018","0.7493","0.7442","0.7516","0.7438","0.67%"
"May 22, 2018","0.7443","0.7445","0.7456","0.7412","-0.04%"
"May 21, 2018","0.7446","0.7423","0.7470","0.7417","0.32%"
"May 18, 2018","0.7422","0.7398","0.7433","0.7391","0.31%"
"May 17, 2018","0.7399","0.7413","0.7422","0.7369","-0.20%"
"May 16, 2018","0.7414","0.7406","0.7434","0.7396","0.15%"
"May 15, 2018","0.7403","0.7377","0.7436","0.7368","0.35%"
"May 14, 2018","0.7377","0.7378","0.7388","0.7349","-0.08%"
"May 11, 2018","0.7383","0.7399","0.7408","0.7356","-0.19%"
"May 10, 2018","0.7397","0.7382","0.7430","0.7343","0.20%"
"May 09, 2018","0.7382","0.7382","0.7408","0.7349","0.01%"
"May 08, 2018","0.7381","0.7377","0.7418","0.7358","0.07%"
"May 07, 2018","0.7376","0.7388","0.7400","0.7366","-0.18%"
"May 04, 2018","0.7389","0.7367","0.7416","0.7359","0.31%"
"May 03, 2018","0.7366","0.7365","0.7387","0.7336","0.04%"
